time,subject,fuzzer,run,state_type,state
1764854257,live555,aflnet,1,edges,44
1764855820,live555,aflnet,1,nodes,9
1764855820,live555,aflnet,1,edges,44
1764856481,live555,aflnet,1,nodes,9
1764856481,live555,aflnet,1,edges,44
1764857504,live555,aflnet,1,nodes,9
1764857504,live555,aflnet,1,edges,44
1764858165,live555,aflnet,1,nodes,9
1764858165,live555,aflnet,1,edges,44
1764858707,live555,aflnet,1,nodes,9
1764858707,live555,aflnet,1,edges,44
1764859308,live555,aflnet,1,nodes,9
1764859308,live555,aflnet,1,edges,44
1764860030,live555,aflnet,1,nodes,9
1764860030,live555,aflnet,1,edges,44
1764860751,live555,aflnet,1,nodes,9
1764860751,live555,aflnet,1,edges,44
1764861292,live555,aflnet,1,nodes,9
1764861292,live555,aflnet,1,edges,47
1764861833,live555,aflnet,1,nodes,9
1764861833,live555,aflnet,1,edges,47
1764862374,live555,aflnet,1,nodes,9
1764862374,live555,aflnet,1,edges,47
1764863216,live555,aflnet,1,nodes,9
1764863216,live555,aflnet,1,edges,47
1764791028,live555,chatafl,1,nodes,5
1764791028,live555,chatafl,1,edges,6
1764793489,live555,chatafl,1,nodes,5
1764793489,live555,chatafl,1,edges,7
1764794030,live555,chatafl,1,nodes,5
1764794030,live555,chatafl,1,edges,7
1764794570,live555,chatafl,1,nodes,6
1764794570,live555,chatafl,1,edges,9
1764795170,live555,chatafl,1,nodes,7
1764795170,live555,chatafl,1,edges,10
1764795710,live555,chatafl,1,nodes,8
1764795710,live555,chatafl,1,edges,12
1764796251,live555,chatafl,1,nodes,8
1764796251,live555,chatafl,1,edges,15
1764796851,live555,chatafl,1,nodes,8
1764796851,live555,chatafl,1,edges,15
1764797392,live555,chatafl,1,nodes,8
1764797392,live555,chatafl,1,edges,18
1764797932,live555,chatafl,1,nodes,8
1764797932,live555,chatafl,1,edges,18
1764798472,live555,chatafl,1,nodes,8
1764798472,live555,chatafl,1,edges,18
1764799013,live555,chatafl,1,nodes,8
1764799013,live555,chatafl,1,edges,18
1764799553,live555,chatafl,1,nodes,9
1764799553,live555,chatafl,1,edges,19
1764800093,live555,chatafl,1,nodes,9
1764800093,live555,chatafl,1,edges,19
1764800634,live555,chatafl,1,nodes,9
1764800634,live555,chatafl,1,edges,19
1764801234,live555,chatafl,1,nodes,9
1764801234,live555,chatafl,1,edges,19
1764801774,live555,chatafl,1,nodes,9
1764801774,live555,chatafl,1,edges,19
1764802314,live555,chatafl,1,nodes,9
1764802314,live555,chatafl,1,edges,19
1764802855,live555,chatafl,1,nodes,9
1764802855,live555,chatafl,1,edges,19
1764803395,live555,chatafl,1,nodes,9
1764803395,live555,chatafl,1,edges,21
1764803935,live555,chatafl,1,nodes,9
1764803935,live555,chatafl,1,edges,21
1764804536,live555,chatafl,1,nodes,9
1764804536,live555,chatafl,1,edges,26
1764806999,live555,chatafl,1,nodes,9
1764806999,live555,chatafl,1,edges,26
1764807539,live555,chatafl,1,nodes,9
1764807539,live555,chatafl,1,edges,27
1764808080,live555,chatafl,1,nodes,9
1764808080,live555,chatafl,1,edges,27
1764808800,live555,chatafl,1,nodes,9
1764808800,live555,chatafl,1,edges,29
1764811264,live555,chatafl,1,nodes,9
1764811264,live555,chatafl,1,edges,29
1764811984,live555,chatafl,1,nodes,9
1764811984,live555,chatafl,1,edges,29
1764812524,live555,chatafl,1,nodes,9
1764812524,live555,chatafl,1,edges,29
1764813065,live555,chatafl,1,nodes,9
1764813065,live555,chatafl,1,edges,29
1764813605,live555,chatafl,1,nodes,9
1764813605,live555,chatafl,1,edges,29
1764814446,live555,chatafl,1,nodes,9
1764814446,live555,chatafl,1,edges,29
1764814986,live555,chatafl,1,nodes,9
1764814986,live555,chatafl,1,edges,29
1764815646,live555,chatafl,1,nodes,9
1764815646,live555,chatafl,1,edges,29
1764816247,live555,chatafl,1,nodes,9
1764816247,live555,chatafl,1,edges,29
1764816907,live555,chatafl,1,nodes,9
1764816907,live555,chatafl,1,edges,29
1764817448,live555,chatafl,1,nodes,9
1764817448,live555,chatafl,1,edges,29
1764818049,live555,chatafl,1,nodes,9
1764818049,live555,chatafl,1,edges,30
1764818589,live555,chatafl,1,nodes,9
1764818589,live555,chatafl,1,edges,30
1764819130,live555,chatafl,1,nodes,9
1764819130,live555,chatafl,1,edges,30
1764819670,live555,chatafl,1,nodes,9
1764819670,live555,chatafl,1,edges,30
1764820211,live555,chatafl,1,nodes,9
1764820211,live555,chatafl,1,edges,30
1764820751,live555,chatafl,1,nodes,9
1764820751,live555,chatafl,1,edges,30
1764821532,live555,chatafl,1,nodes,9
1764821532,live555,chatafl,1,edges,30
1764822192,live555,chatafl,1,nodes,9
1764822192,live555,chatafl,1,edges,30
1764822973,live555,chatafl,1,nodes,9
1764822973,live555,chatafl,1,edges,30
1764823573,live555,chatafl,1,nodes,9
1764823573,live555,chatafl,1,edges,30
1764824294,live555,chatafl,1,nodes,9
1764824294,live555,chatafl,1,edges,30
1764824894,live555,chatafl,1,nodes,9
1764824894,live555,chatafl,1,edges,30
1764825434,live555,chatafl,1,nodes,9
1764825434,live555,chatafl,1,edges,30
1764826095,live555,chatafl,1,nodes,9
1764826095,live555,chatafl,1,edges,32
1764826635,live555,chatafl,1,nodes,9
1764826635,live555,chatafl,1,edges,34
1764827176,live555,chatafl,1,nodes,9
1764827176,live555,chatafl,1,edges,34
1764828076,live555,chatafl,1,nodes,9
1764828076,live555,chatafl,1,edges,36
1764828797,live555,chatafl,1,nodes,9
1764828797,live555,chatafl,1,edges,36
1764829518,live555,chatafl,1,nodes,9
1764829518,live555,chatafl,1,edges,36
1764830058,live555,chatafl,1,nodes,9
1764830058,live555,chatafl,1,edges,36
1764830599,live555,chatafl,1,nodes,9
1764830599,live555,chatafl,1,edges,37
1764831379,live555,chatafl,1,nodes,9
1764831379,live555,chatafl,1,edges,37
1764832581,live555,chatafl,1,nodes,9
1764832581,live555,chatafl,1,edges,37
1764833483,live555,chatafl,1,nodes,9
1764833483,live555,chatafl,1,edges,37
1764834144,live555,chatafl,1,nodes,9
1764834144,live555,chatafl,1,edges,37
1764834806,live555,chatafl,1,nodes,9
1764834806,live555,chatafl,1,edges,37
1764835528,live555,chatafl,1,nodes,9
1764835528,live555,chatafl,1,edges,37
1764836249,live555,chatafl,1,nodes,9
1764836249,live555,chatafl,1,edges,37
1764836791,live555,chatafl,1,nodes,9
1764836791,live555,chatafl,1,edges,37
1764837573,live555,chatafl,1,nodes,9
1764837573,live555,chatafl,1,edges,37
1764838173,live555,chatafl,1,nodes,9
1764838173,live555,chatafl,1,edges,37
1764838714,live555,chatafl,1,nodes,9
1764838714,live555,chatafl,1,edges,37
1764839315,live555,chatafl,1,nodes,9
1764839315,live555,chatafl,1,edges,37
1764839917,live555,chatafl,1,nodes,9
1764839917,live555,chatafl,1,edges,37
1764840580,live555,chatafl,1,nodes,9
1764840580,live555,chatafl,1,edges,37
1764841665,live555,chatafl,1,nodes,9
1764841665,live555,chatafl,1,edges,37
1764842266,live555,chatafl,1,nodes,9
1764842266,live555,chatafl,1,edges,39
1764842807,live555,chatafl,1,nodes,9
