Time,l_per,l_abs,b_per,b_abs
1764774626,21.5,9154,15.4,4012
1764774630,21.5,9154,15.4,4012
1764774632,21.5,9154,15.4,4012
1764774634,21.5,9154,15.4,4012
1764774637,21.5,9154,15.4,4012
1764774639,21.5,9154,15.4,4012
1764774641,21.5,9154,15.4,4012
1764774643,21.5,9154,15.4,4012
1764774646,21.5,9154,15.4,4012
1764774647,21.5,9154,15.4,4012
1764774649,21.5,9154,15.4,4012
1764774652,21.5,9154,15.4,4012
1764774652,21.5,9154,15.4,4012
1764774657,21.5,9154,15.4,4012
1764774658,21.5,9154,15.4,4012
1764774660,21.5,9154,15.4,4012
1764774663,21.5,9154,15.4,4012
1764774666,21.5,9154,15.4,4012
1764774668,21.5,9154,15.4,4012
1764774671,21.5,9154,15.4,4012
1764774674,21.5,9154,15.4,4012
1764774676,21.5,9154,15.4,4012
1764774680,21.5,9154,15.4,4012
1764774681,21.5,9154,15.4,4012
1764774685,21.5,9158,15.4,4014
1764774688,21.5,9158,15.4,4014
1764774691,21.5,9158,15.4,4014
1764774694,21.5,9158,15.4,4014
1764774695,21.5,9158,15.4,4014
1764774698,21.5,9158,15.4,4014
1764774705,21.5,9158,15.4,4014
1764774707,21.5,9158,15.4,4014
1764774708,21.5,9158,15.4,4014
1764774711,21.5,9158,15.4,4014
1764774713,21.5,9158,15.4,4014
1764774724,21.5,9158,15.4,4014
1764774726,21.5,9158,15.4,4014
1764774728,21.5,9158,15.4,4014
1764774731,21.5,9158,15.4,4014
1764774734,21.5,9158,15.4,4014
1764774737,21.5,9158,15.4,4014
1764774740,21.5,9158,15.4,4014
1764774743,21.5,9158,15.4,4014
1764774744,21.5,9158,15.4,4014
1764774745,21.5,9158,15.4,4014
1764774747,21.5,9169,15.4,4016
1764774749,21.5,9169,15.4,4016
1764774751,21.5,9170,15.4,4017
1764774762,21.5,9170,15.4,4017
1764774763,21.5,9170,15.4,4017
1764774765,21.5,9170,15.4,4017
1764774769,21.5,9170,15.4,4017
1764774771,21.5,9170,15.4,4017
1764774785,21.5,9170,15.4,4017
1764774791,21.5,9170,15.4,4017
1764774793,21.5,9170,15.4,4017
1764774795,21.5,9170,15.4,4017
1764774798,21.5,9170,15.4,4017
1764774801,21.5,9170,15.4,4017
1764774804,21.5,9170,15.4,4017
1764774807,21.5,9170,15.4,4017
1764774810,21.5,9170,15.4,4017
1764774813,21.5,9170,15.4,4017
1764774816,21.5,9170,15.5,4018
1764774818,21.5,9170,15.5,4018
1764774820,21.5,9170,15.5,4018
1764774823,21.5,9170,15.5,4018
1764774836,21.5,9170,15.5,4018
1764774839,21.5,9170,15.5,4018
1764774843,21.5,9170,15.5,4018
1764774845,21.5,9170,15.5,4018
1764774848,21.5,9170,15.5,4018
1764774850,21.5,9170,15.5,4018
1764774853,21.5,9170,15.5,4018
1764774855,21.5,9170,15.5,4018
1764774857,21.5,9170,15.5,4018
1764774860,21.5,9170,15.5,4018
1764774862,21.5,9170,15.5,4018
1764774864,21.5,9170,15.5,4018
1764774866,21.5,9170,15.5,4018
1764774868,21.5,9170,15.5,4018
1764774872,21.5,9170,15.5,4018
1764774874,21.5,9170,15.5,4018
1764774877,21.5,9170,15.5,4018
1764774879,21.5,9170,15.5,4018
1764774881,21.5,9170,15.5,4018
1764774882,21.5,9170,15.5,4018
1764774883,21.5,9170,15.5,4018
1764774884,21.5,9170,15.5,4018
1764774886,21.5,9170,15.5,4018
1764774888,21.5,9170,15.5,4018
1764774890,21.5,9170,15.5,4018
1764774898,21.5,9170,15.5,4018
1764774899,21.5,9170,15.5,4018
1764774901,21.5,9170,15.5,4018
1764774903,21.5,9170,15.5,4018
1764774906,21.5,9170,15.5,4018
1764774908,21.5,9170,15.5,4018
1764774910,21.5,9170,15.5,4018
1764774912,21.5,9170,15.5,4018
1764774926,21.5,9170,15.5,4018
1764774931,21.5,9170,15.5,4018
1764774933,21.5,9170,15.5,4018
1764774938,21.5,9170,15.5,4018
1764774942,21.5,9170,15.5,4018
1764774944,21.5,9170,15.5,4018
1764774946,21.5,9170,15.5,4018
1764774949,21.5,9170,15.5,4018
1764774955,21.5,9170,15.5,4018
1764774958,21.5,9178,15.5,4021
1764774960,21.5,9178,15.5,4021
1764774962,21.5,9178,15.5,4021
1764774963,21.5,9178,15.5,4021
1764774965,21.5,9178,15.5,4021
1764774966,21.5,9178,15.5,4021
1764774971,21.5,9178,15.5,4021
1764774973,21.5,9178,15.5,4021
1764774974,21.5,9178,15.5,4021
1764774978,21.5,9178,15.5,4021
1764774984,21.5,9178,15.5,4021
1764774990,21.5,9178,15.5,4021
1764774994,21.5,9178,15.5,4021
1764774996,21.5,9178,15.5,4021
1764774998,21.5,9183,15.5,4023
1764775003,21.5,9183,15.5,4023
1764775006,21.5,9183,15.5,4023
1764775011,21.5,9183,15.5,4023
1764775014,21.5,9183,15.5,4023
1764775016,21.5,9183,15.5,4023
1764775017,21.5,9183,15.5,4023
1764775019,21.5,9183,15.5,4023
1764775025,21.5,9183,15.5,4023
1764775029,21.5,9183,15.5,4023
1764775032,21.5,9183,15.5,4023
1764775035,21.5,9183,15.5,4023
1764775037,21.5,9183,15.5,4023
1764775039,21.5,9183,15.5,4023
1764775042,21.5,9183,15.5,4023
1764775048,21.5,9183,15.5,4023
1764775051,21.5,9183,15.5,4023
1764775056,21.5,9183,15.5,4023
1764775062,21.5,9183,15.5,4023
1764775064,21.6,9195,15.5,4029
1764775068,21.6,9195,15.5,4029
1764775071,21.6,9205,15.5,4038
1764775074,21.6,9205,15.5,4038
1764775077,21.6,9205,15.5,4038
1764775080,21.6,9205,15.5,4038
1764775084,21.6,9205,15.5,4038
1764775085,21.6,9205,15.5,4038
1764775086,21.6,9205,15.5,4038
1764775089,21.6,9205,15.5,4038
1764775099,21.6,9205,15.5,4038
1764775101,21.6,9205,15.5,4038
1764775104,21.6,9205,15.5,4038
1764775106,21.6,9205,15.5,4038
1764775109,21.6,9205,15.5,4038
1764775111,21.6,9205,15.5,4038
1764775115,21.6,9205,15.5,4038
1764775118,21.6,9205,15.5,4038
1764775121,21.6,9205,15.5,4038
1764775123,21.6,9205,15.5,4038
1764775127,21.6,9205,15.5,4038
1764775130,21.6,9205,15.5,4038
1764775134,21.6,9205,15.5,4038
1764775137,21.6,9205,15.5,4038
1764775139,21.6,9205,15.5,4038
1764775143,21.6,9205,15.5,4038
1764775147,21.6,9205,15.5,4038
1764775150,21.6,9205,15.5,4038
1764775154,21.6,9205,15.5,4038
1764775157,21.6,9205,15.5,4038
1764775168,21.6,9205,15.5,4038
1764775175,21.6,9205,15.5,4038
1764775179,21.6,9205,15.5,4038
1764775182,21.6,9205,15.5,4038
1764775184,21.6,9205,15.5,4038
1764775192,21.6,9205,15.5,4038
1764775198,21.6,9205,15.5,4038
1764775205,21.6,9205,15.5,4038
1764775212,21.6,9205,15.5,4038
1764775225,21.6,9205,15.5,4038
1764775232,21.6,9205,15.5,4038
1764775241,21.6,9205,15.5,4038
1764775244,21.6,9205,15.5,4038
1764775263,21.6,9205,15.5,4038
1764775279,21.6,9205,15.5,4038
1764775282,21.6,9205,15.5,4038
1764775286,21.6,9205,15.5,4038
1764775291,21.6,9205,15.5,4038
1764775294,21.6,9205,15.5,4038
1764775297,21.6,9205,15.5,4038
1764775299,21.6,9205,15.5,4038
1764775301,21.6,9205,15.5,4038
1764775304,21.6,9205,15.5,4038
1764775308,21.6,9205,15.5,4038
1764775313,21.6,9205,15.5,4038
1764775320,21.6,9205,15.5,4038
1764775324,21.6,9205,15.5,4038
1764775336,21.6,9205,15.5,4038
1764775339,21.6,9205,15.5,4038
1764775345,21.6,9205,15.5,4038
1764775350,21.6,9205,15.5,4038
1764775356,21.6,9205,15.5,4038
1764775358,21.6,9205,15.5,4038
1764775376,21.6,9205,15.5,4038
1764775389,21.6,9205,15.5,4038
1764775401,21.6,9205,15.5,4038
1764775414,21.6,9205,15.5,4038
1764775417,21.6,9205,15.5,4038
1764775421,21.6,9205,15.5,4038
1764775424,21.6,9205,15.5,4038
1764775426,21.6,9205,15.5,4038
1764775430,21.6,9205,15.5,4038
1764775438,21.6,9205,15.5,4038
1764775444,21.6,9205,15.5,4038
1764775448,21.6,9205,15.5,4038
1764775465,21.6,9205,15.5,4038
1764775469,21.6,9205,15.5,4038
1764775476,21.6,9205,15.5,4038
1764775481,21.6,9205,15.5,4038
1764775485,21.6,9205,15.5,4038
1764775488,21.6,9205,15.5,4038
1764775490,21.6,9205,15.5,4038
1764775495,21.6,9205,15.5,4038
1764775497,21.6,9205,15.5,4038
1764775500,21.6,9205,15.5,4038
1764775503,21.6,9205,15.5,4038
1764775506,21.6,9205,15.5,4038
1764775508,21.6,9205,15.5,4038
1764775511,21.6,9205,15.5,4038
1764775514,21.6,9205,15.5,4038
1764775520,21.6,9205,15.5,4038
1764775532,21.6,9205,15.5,4038
1764775540,21.6,9205,15.5,4038
1764775544,21.6,9205,15.5,4038
1764775547,21.6,9205,15.5,4038
1764775551,21.6,9205,15.5,4038
1764775554,21.6,9205,15.5,4038
1764775557,21.6,9205,15.5,4038
1764775567,21.6,9205,15.5,4038
1764775571,21.6,9205,15.5,4038
1764775574,21.6,9205,15.5,4038
1764775578,21.6,9205,15.5,4038
1764775584,21.6,9205,15.5,4038
1764775594,21.6,9205,15.5,4038
1764775597,21.6,9205,15.5,4038
1764775601,21.6,9205,15.5,4038
1764775606,21.6,9205,15.5,4038
1764775612,21.6,9205,15.5,4038
1764775630,21.6,9205,15.5,4038
1764775644,21.6,9205,15.5,4038
1764775650,21.6,9205,15.5,4038
1764775684,21.6,9205,15.5,4038
1764775689,21.6,9205,15.5,4038
1764775695,21.6,9208,15.5,4039
1764775700,21.6,9208,15.5,4039
1764775702,21.6,9208,15.5,4039
1764775707,21.6,9208,15.5,4039
1764775720,21.6,9208,15.5,4039
1764775732,21.6,9208,15.5,4039
1764775741,21.6,9208,15.5,4039
1764775755,21.6,9208,15.5,4039
1764775764,21.6,9208,15.5,4039
1764775767,21.6,9208,15.5,4040
1764775780,21.6,9208,15.5,4040
1764775786,21.6,9208,15.5,4040
1764775799,21.6,9222,15.6,4051
1764775801,21.6,9222,15.6,4051
1764775823,21.6,9222,15.6,4051
1764775828,21.6,9222,15.6,4051
1764775834,21.6,9222,15.6,4051
1764775852,21.6,9222,15.6,4051
1764775867,21.6,9222,15.6,4051
1764775872,21.6,9222,15.6,4051
1764775878,21.6,9222,15.6,4051
1764775882,21.6,9222,15.6,4051
1764775892,21.6,9222,15.6,4051
1764775899,21.6,9222,15.6,4051
1764775913,21.6,9222,15.6,4051
1764775919,21.6,9222,15.6,4051
1764775926,21.6,9222,15.6,4051
1764775934,21.6,9222,15.6,4051
1764775942,21.6,9222,15.6,4051
1764775946,21.6,9222,15.6,4051
1764775959,21.6,9222,15.6,4051
1764775962,21.6,9222,15.6,4051
1764775977,21.6,9222,15.6,4051
1764775989,21.6,9222,15.6,4051
1764776008,21.6,9222,15.6,4051
1764776026,21.6,9222,15.6,4051
1764776028,21.6,9222,15.6,4051
1764776032,21.6,9222,15.6,4051
1764776035,21.6,9222,15.6,4051
1764776040,21.6,9222,15.6,4051
1764776043,21.6,9222,15.6,4051
1764776057,21.6,9222,15.6,4051
1764776065,21.6,9222,15.6,4051
1764776074,21.6,9222,15.6,4051
1764776088,21.6,9222,15.6,4051
1764776099,21.6,9222,15.6,4051
1764776122,21.6,9222,15.6,4051
1764776125,21.6,9222,15.6,4051
1764776129,21.6,9222,15.6,4051
1764776131,21.6,9222,15.6,4051
1764776135,21.6,9222,15.6,4051
1764776148,21.6,9222,15.6,4051
1764776152,21.6,9222,15.6,4051
1764776163,21.6,9222,15.6,4051
1764776167,21.6,9222,15.6,4051
1764776174,21.7,9239,15.6,4062
1764776177,21.7,9239,15.6,4062
1764776181,21.7,9239,15.6,4062
1764776186,21.7,9239,15.6,4062
1764776192,21.7,9239,15.6,4062
1764776196,21.7,9239,15.6,4062
1764776200,21.7,9239,15.6,4062
1764776207,21.7,9239,15.6,4062
1764776211,21.7,9239,15.6,4062
1764776220,21.7,9239,15.6,4062
1764776236,21.7,9241,15.6,4063
1764776241,21.7,9241,15.6,4063
1764776244,21.7,9241,15.6,4063
1764776256,21.7,9241,15.6,4063
1764776290,21.7,9241,15.6,4063
1764776295,21.7,9241,15.6,4063
1764776311,21.7,9241,15.6,4063
1764776326,21.7,9241,15.6,4063
1764776329,21.7,9241,15.6,4063
1764776332,21.7,9241,15.6,4063
1764776334,21.7,9241,15.6,4063
1764776337,21.7,9241,15.6,4063
1764776339,21.7,9241,15.6,4063
1764776342,21.7,9241,15.6,4063
1764776345,21.7,9241,15.6,4063
1764776347,21.7,9241,15.6,4063
1764776351,21.7,9241,15.6,4063
1764776354,21.7,9241,15.6,4063
1764776357,21.7,9241,15.6,4063
1764776362,21.7,9241,15.6,4063
1764776366,21.7,9241,15.6,4063
1764776369,21.7,9241,15.6,4063
1764776374,21.7,9241,15.6,4063
1764776378,21.7,9241,15.6,4063
1764776382,21.7,9241,15.6,4063
1764776385,21.7,9241,15.6,4063
1764776388,21.7,9241,15.6,4063
1764776393,21.7,9241,15.6,4063
1764776396,21.7,9241,15.6,4063
1764776400,21.7,9241,15.6,4063
1764776402,21.7,9241,15.6,4063
1764776406,21.7,9241,15.6,4063
1764776409,21.7,9241,15.6,4063
1764776413,21.7,9241,15.6,4063
1764776415,21.7,9241,15.6,4063
1764776417,21.7,9241,15.6,4063
1764776422,21.7,9241,15.6,4063
1764776442,21.7,9241,15.6,4063
1764776455,21.7,9241,15.6,4063
1764776468,21.7,9241,15.6,4063
1764776474,21.7,9241,15.6,4063
1764776479,21.7,9241,15.6,4063
1764776488,21.7,9241,15.6,4063
1764776492,21.7,9241,15.6,4063
1764776522,21.7,9241,15.6,4063
1764776540,21.7,9241,15.6,4063
1764776545,21.7,9241,15.6,4063
1764776552,21.7,9241,15.6,4063
1764776555,21.7,9241,15.6,4063
1764776573,21.7,9241,15.6,4063
1764776585,21.7,9260,15.7,4077
1764776586,21.7,9260,15.7,4077
1764776589,21.7,9260,15.7,4077
1764776590,21.7,9260,15.7,4077
1764776595,21.7,9260,15.7,4077
1764776596,21.7,9260,15.7,4077
1764776597,21.7,9260,15.7,4077
1764776601,21.7,9260,15.7,4077
1764776606,21.7,9260,15.7,4077
1764776619,21.7,9260,15.7,4077
1764776627,21.7,9260,15.7,4077
1764776635,21.7,9260,15.7,4077
1764776654,21.7,9260,15.7,4077
1764776656,21.7,9260,15.7,4077
1764776664,21.7,9260,15.7,4077
1764776673,21.7,9260,15.7,4077
1764776686,21.7,9261,15.7,4078
1764776688,21.7,9261,15.7,4078
1764776692,21.7,9261,15.7,4078
1764776700,21.7,9261,15.7,4078
1764776706,21.7,9261,15.7,4078
1764776716,21.7,9261,15.7,4078
1764776719,21.7,9261,15.7,4078
1764776736,21.7,9261,15.7,4078
1764776740,21.7,9261,15.7,4078
1764776751,21.7,9261,15.7,4078
1764776759,21.7,9261,15.7,4078
1764776761,21.7,9261,15.7,4078
1764776773,21.7,9261,15.7,4078
1764776778,21.7,9261,15.7,4078
1764776793,21.7,9261,15.7,4078
1764776796,21.7,9261,15.7,4078
1764776800,21.7,9261,15.7,4078
1764776803,21.7,9261,15.7,4078
1764776806,21.7,9261,15.7,4078
1764776809,21.7,9261,15.7,4078
1764776811,21.7,9261,15.7,4078
1764776814,21.7,9261,15.7,4078
1764776817,21.7,9269,15.7,4080
1764776821,21.7,9269,15.7,4080
1764776823,21.7,9269,15.7,4080
1764776830,21.7,9269,15.7,4080
1764776839,21.7,9269,15.7,4080
1764776847,22.6,9638,16.5,4293
1764776857,22.6,9638,16.5,4293
1764776864,22.6,9644,16.5,4294
1764776867,22.6,9644,16.5,4294
1764776879,22.6,9644,16.5,4294
1764776881,22.6,9644,16.5,4294
1764776893,22.6,9644,16.5,4294
1764776896,22.6,9644,16.5,4295
1764776909,22.6,9646,16.5,4297
1764776911,22.6,9646,16.5,4297
1764776917,22.6,9646,16.5,4297
1764776921,22.6,9646,16.5,4297
1764776934,22.6,9649,16.5,4298
1764776938,22.6,9649,16.5,4298
1764776944,22.6,9649,16.5,4298
1764776948,22.7,9675,16.6,4308
1764776951,22.7,9675,16.6,4308
1764776959,22.7,9675,16.6,4308
1764776972,22.7,9675,16.6,4308
1764776975,22.7,9675,16.6,4308
1764776979,22.7,9675,16.6,4308
1764776987,22.7,9675,16.6,4308
1764777000,22.7,9675,16.6,4308
1764777003,22.7,9675,16.6,4308
1764777008,22.7,9675,16.6,4308
1764777010,22.7,9676,16.6,4309
1764777021,22.7,9676,16.6,4309
1764777027,22.7,9676,16.6,4309
1764777053,22.7,9676,16.6,4309
1764777057,22.7,9676,16.6,4309
1764777061,22.7,9676,16.6,4309
1764777072,22.7,9676,16.6,4309
1764777078,22.7,9676,16.6,4309
1764777085,22.7,9676,16.6,4309
1764777087,22.7,9676,16.6,4309
1764777094,22.7,9676,16.6,4309
1764777103,22.7,9676,16.6,4309
1764777105,22.7,9676,16.6,4309
1764777108,22.7,9676,16.6,4309
1764777114,22.7,9676,16.6,4309
1764777124,22.7,9676,16.6,4309
1764777130,22.7,9676,16.6,4309
1764777137,22.7,9676,16.6,4309
1764777140,22.7,9676,16.6,4309
1764777144,22.7,9676,16.6,4309
1764777147,22.7,9676,16.6,4309
1764777149,22.7,9676,16.6,4309
1764777152,22.7,9676,16.6,4309
1764777155,22.7,9676,16.6,4309
1764777158,22.7,9676,16.6,4309
1764777160,22.7,9676,16.6,4309
1764777165,22.7,9676,16.6,4309
1764777172,22.7,9676,16.6,4309
1764777175,22.7,9676,16.6,4309
1764777179,22.7,9676,16.6,4309
1764777197,22.7,9676,16.6,4309
1764777199,22.7,9676,16.6,4309
1764777202,22.7,9676,16.6,4309
1764777204,22.7,9676,16.6,4309
1764777207,22.7,9676,16.6,4309
1764777211,22.7,9676,16.6,4309
1764777214,22.7,9676,16.6,4309
1764777216,22.7,9676,16.6,4309
1764777220,22.7,9676,16.6,4309
1764777224,22.7,9676,16.6,4309
1764777226,22.7,9676,16.6,4309
1764777232,22.7,9676,16.6,4309
1764777235,22.7,9676,16.6,4309
1764777244,22.7,9676,16.6,4309
1764777248,22.7,9676,16.6,4309
1764777255,22.7,9676,16.6,4309
1764777265,22.7,9676,16.6,4309
1764777267,22.7,9676,16.6,4309
1764777287,22.7,9676,16.6,4309
1764777291,22.7,9676,16.6,4309
1764777311,22.7,9676,16.6,4309
1764777324,22.7,9684,16.6,4311
1764777328,22.7,9684,16.6,4311
1764777336,22.7,9684,16.6,4311
1764777340,22.7,9684,16.6,4311
1764777360,22.7,9684,16.6,4311
1764777368,22.7,9684,16.6,4311
1764777381,22.7,9684,16.6,4311
1764777382,22.7,9684,16.6,4311
1764777385,22.7,9684,16.6,4311
1764777389,22.7,9686,16.6,4315
1764777410,22.7,9686,16.6,4315
1764777416,22.7,9686,16.6,4315
1764777423,22.7,9686,16.6,4315
1764777441,22.7,9686,16.6,4315
1764777450,22.7,9686,16.6,4315
1764777453,22.7,9686,16.6,4315
1764777475,22.7,9686,16.6,4316
1764777516,22.7,9686,16.6,4316
1764777518,22.7,9686,16.6,4316
1764777524,22.7,9686,16.6,4316
1764777528,22.7,9686,16.6,4316
1764777537,22.7,9686,16.6,4316
1764777550,22.7,9686,16.6,4316
1764777552,22.8,9729,16.7,4333
1764777565,22.8,9738,16.7,4335
1764777567,22.8,9738,16.7,4335
1764777578,22.9,9744,16.7,4337
1764777582,22.9,9744,16.7,4337
1764777584,22.9,9744,16.7,4337
1764777604,22.9,9746,16.7,4338
1764777612,22.9,9746,16.7,4338
1764777615,22.9,9747,16.7,4339
1764777617,22.9,9747,16.7,4339
1764777634,22.9,9747,16.7,4339
1764777649,22.9,9747,16.7,4339
1764777665,22.9,9781,16.7,4354
1764777670,23.1,9865,16.9,4394
1764777683,23.1,9865,16.9,4395
1764777696,23.1,9869,16.9,4396
1764777702,23.1,9869,16.9,4396
1764777709,23.1,9869,16.9,4396
1764777712,23.2,9874,16.9,4397
1764777714,23.2,9874,16.9,4397
1764777717,23.2,9874,16.9,4397
1764777721,23.2,9874,16.9,4397
1764777723,23.2,9889,17.0,4408
1764777726,23.2,9889,17.0,4408
1764777733,23.2,9889,17.0,4409
1764777736,23.2,9898,17.0,4412
1764777740,23.2,9898,17.0,4412
1764777743,23.2,9899,17.0,4414
1764777745,23.2,9899,17.0,4414
1764777747,23.2,9900,17.0,4415
1764777749,23.2,9903,17.0,4419
1764777756,23.2,9903,17.0,4420
1764777758,23.3,9919,17.0,4430
1764777760,23.3,9919,17.0,4430
1764777765,23.3,9927,17.1,4436
1764777770,23.3,9927,17.1,4436
1764777771,23.3,9927,17.1,4436
1764777775,23.3,9927,17.1,4436
1764777777,23.3,9930,17.1,4438
1764777784,23.3,9952,17.2,4462
1764777790,23.4,9969,17.2,4475
1764777803,23.4,9969,17.2,4475
1764777805,23.4,9976,17.2,4476
1764777812,23.4,9976,17.2,4476
1764777817,23.4,9980,17.2,4481
1764777824,23.4,9980,17.2,4481
