Time,l_per,l_abs,b_per,b_abs
1764777834,23.4,9980,17.2,4481
1764777838,23.4,9980,17.2,4481
1764777842,23.4,9980,17.2,4481
1764777849,23.4,9980,17.2,4481
1764777869,23.4,9980,17.2,4481
1764777884,23.4,9980,17.2,4481
1764777889,23.4,9980,17.2,4481
1764777894,23.4,9980,17.2,4481
1764777919,23.4,9980,17.2,4481
1764777942,23.4,9980,17.2,4481
1764777957,23.4,9980,17.2,4481
1764777962,23.4,9980,17.2,4481
1764777977,23.4,9980,17.2,4481
1764778030,23.4,9980,17.2,4481
1764778034,23.4,9980,17.2,4481
1764778048,23.4,9980,17.2,4481
1764778056,23.4,9980,17.2,4481
1764778136,23.4,9980,17.2,4481
1764778141,23.4,9980,17.2,4481
1764778146,23.4,9980,17.2,4481
1764778157,23.4,9980,17.2,4481
1764778189,23.4,9980,17.2,4481
1764778261,23.4,9980,17.2,4481
1764778289,23.4,9982,17.2,4484
1764778294,23.4,9982,17.2,4484
1764778299,23.4,9982,17.2,4484
1764778300,23.4,9982,17.2,4484
1764778308,23.4,9982,17.2,4484
1764778317,23.4,9982,17.2,4484
1764778323,23.4,9982,17.2,4484
1764778329,23.4,9982,17.2,4485
1764778334,23.4,9982,17.2,4485
1764778340,23.4,9982,17.2,4485
1764778346,23.4,9982,17.2,4485
1764778352,23.4,9982,17.2,4485
1764778362,23.4,9982,17.2,4485
1764778371,23.4,9982,17.2,4485
1764778377,23.4,9982,17.2,4485
1764778378,23.4,9982,17.2,4485
1764778391,23.4,9982,17.2,4485
1764778399,23.4,9982,17.2,4485
1764778404,23.4,9982,17.2,4485
1764778409,23.4,9982,17.2,4485
1764778423,23.4,9982,17.2,4485
1764778430,23.4,9982,17.2,4485
1764778435,23.4,9982,17.2,4485
1764778438,23.4,9982,17.2,4485
1764778445,23.4,9982,17.2,4485
1764778464,23.4,9982,17.2,4485
1764778472,23.4,9982,17.2,4485
1764778481,23.4,9982,17.2,4485
1764778490,23.4,9982,17.2,4485
1764778500,23.4,9982,17.2,4485
1764778514,23.4,9982,17.2,4485
1764778519,23.4,9982,17.2,4485
1764778528,23.4,9982,17.2,4485
1764778549,23.4,9982,17.2,4485
1764778565,23.4,9982,17.2,4485
1764778583,23.4,9982,17.2,4485
1764778586,23.4,9982,17.2,4485
1764778590,23.4,9982,17.2,4485
1764778593,23.4,9982,17.2,4485
1764778598,23.4,9982,17.2,4485
1764778600,23.4,9982,17.2,4485
1764778603,23.4,9982,17.2,4485
1764778609,23.4,9982,17.2,4485
1764778611,23.4,9982,17.2,4485
1764778614,23.4,9982,17.2,4485
1764778617,23.4,9982,17.2,4485
1764778621,23.4,9982,17.2,4485
1764778626,23.4,9982,17.2,4485
1764778630,23.4,9982,17.2,4485
1764778640,23.4,9982,17.2,4485
1764778649,23.4,9982,17.2,4485
1764778654,23.4,9982,17.2,4485
1764778656,23.4,9982,17.2,4485
1764778662,23.4,9982,17.2,4485
1764778668,23.4,9982,17.2,4485
1764778675,23.4,9982,17.2,4485
1764778680,23.4,9982,17.2,4485
1764778687,23.4,9982,17.2,4485
1764778697,23.4,9982,17.2,4485
1764778711,23.4,9982,17.2,4485
1764778717,23.4,9982,17.2,4485
1764778725,23.4,9982,17.3,4486
1764778731,23.4,9982,17.3,4486
1764778736,23.4,9982,17.3,4486
1764778747,23.4,9982,17.3,4486
1764778754,23.4,9982,17.3,4486
1764778762,23.4,9982,17.3,4486
1764778767,23.4,9982,17.3,4486
1764778780,23.4,9982,17.3,4486
1764778793,23.4,9982,17.3,4486
1764778809,23.4,9982,17.3,4486
1764778823,23.4,9982,17.3,4486
1764778834,23.4,9982,17.3,4486
1764778837,23.4,9982,17.3,4486
1764778847,23.4,9982,17.3,4486
1764778850,23.4,9982,17.3,4486
1764778862,23.4,9982,17.3,4486
1764778865,23.4,9982,17.3,4486
1764778868,23.4,9982,17.3,4486
1764778872,23.4,9982,17.3,4486
1764778875,23.4,9982,17.3,4486
1764778879,23.4,9982,17.3,4486
1764778887,23.4,9982,17.3,4486
1764778890,23.4,9982,17.3,4486
1764778893,23.4,9982,17.3,4486
1764778896,23.4,9982,17.3,4486
1764778899,23.4,9982,17.3,4486
1764778903,23.4,9982,17.3,4486
1764778908,23.4,9982,17.3,4486
1764778912,23.4,9982,17.3,4486
1764778916,23.4,9982,17.3,4486
1764778919,23.4,9982,17.3,4486
1764778931,23.4,9982,17.3,4486
1764778934,23.4,9982,17.3,4486
1764778944,23.4,9982,17.3,4486
1764778948,23.4,9982,17.3,4486
1764778950,23.4,9982,17.3,4486
1764778962,23.4,9982,17.3,4486
1764778973,23.4,9982,17.3,4486
1764778977,23.4,9982,17.3,4486
1764778986,23.4,9982,17.3,4486
1764778992,23.4,9982,17.3,4486
1764779003,23.4,9982,17.3,4486
1764779015,23.4,9982,17.3,4486
1764779044,23.4,9982,17.3,4486
1764779058,23.4,9982,17.3,4486
1764779078,23.4,9982,17.3,4486
1764779086,23.4,9998,17.3,4494
1764779091,23.4,9998,17.3,4494
1764779115,23.4,9998,17.3,4494
1764779119,23.4,9998,17.3,4494
1764779123,23.4,9998,17.3,4494
1764779130,23.4,9998,17.3,4494
1764779134,23.4,9998,17.3,4494
1764779149,23.4,9998,17.3,4494
1764779152,23.4,9998,17.3,4494
1764779162,23.4,9998,17.3,4494
1764779173,23.4,9998,17.3,4494
1764779179,23.4,9998,17.3,4494
1764779183,23.4,9998,17.3,4494
1764779205,23.4,9998,17.3,4494
1764779210,23.4,9998,17.3,4494
1764779226,23.4,9998,17.3,4494
1764779243,23.4,9998,17.3,4494
1764779253,23.4,9998,17.3,4494
1764779257,23.4,9998,17.3,4494
1764779264,23.4,9998,17.3,4494
1764779284,23.4,9998,17.3,4494
1764779295,23.4,9998,17.3,4494
1764779304,23.4,9998,17.3,4494
1764779308,23.4,9998,17.3,4494
1764779323,23.4,9998,17.3,4494
1764779328,23.4,9998,17.3,4494
1764779331,23.4,9998,17.3,4494
1764779341,23.4,9998,17.3,4494
1764779386,23.4,9998,17.3,4494
1764779390,23.4,9998,17.3,4494
1764779393,23.4,9998,17.3,4494
1764779397,23.4,9998,17.3,4494
1764779401,23.4,9998,17.3,4494
1764779405,23.4,9998,17.3,4494
1764779409,23.4,9998,17.3,4494
1764779414,23.4,9998,17.3,4494
1764779417,23.4,9998,17.3,4494
1764779426,23.4,9998,17.3,4494
1764779435,23.4,9998,17.3,4494
1764779440,23.4,9998,17.3,4494
1764779444,23.4,9998,17.3,4494
1764779455,23.4,9998,17.3,4494
1764779460,23.4,9998,17.3,4494
1764779465,23.4,9998,17.3,4494
1764779470,23.4,9998,17.3,4494
1764779485,23.4,9998,17.3,4494
1764779490,23.4,9998,17.3,4494
1764779496,23.4,9998,17.3,4494
1764779516,23.4,9998,17.3,4494
1764779521,23.4,9998,17.3,4494
1764779527,23.4,9998,17.3,4494
1764779534,23.4,9998,17.3,4494
1764779540,23.4,9998,17.3,4494
1764779563,23.4,9998,17.3,4494
1764779570,23.4,9998,17.3,4494
1764779579,23.4,9998,17.3,4494
1764779582,23.4,9998,17.3,4494
1764779595,23.4,9998,17.3,4494
1764779621,23.4,9998,17.3,4494
1764779625,23.4,9998,17.3,4494
1764779640,23.4,9998,17.3,4494
1764779646,23.4,9998,17.3,4494
1764779653,23.4,9998,17.3,4494
1764779664,23.5,10002,17.3,4495
1764779670,23.5,10002,17.3,4495
1764779676,23.5,10002,17.3,4495
1764779688,23.5,10002,17.3,4495
1764779695,23.5,10002,17.3,4495
1764779699,23.5,10002,17.3,4495
1764779705,23.5,10002,17.3,4495
1764779713,23.5,10002,17.3,4495
1764779718,23.5,10002,17.3,4495
1764779723,23.5,10002,17.3,4495
1764779728,23.5,10002,17.3,4495
1764779731,23.5,10002,17.3,4495
1764779735,23.5,10002,17.3,4495
1764779745,23.5,10002,17.3,4495
1764779750,23.5,10002,17.3,4495
1764779770,23.5,10002,17.3,4495
1764779776,23.5,10002,17.3,4495
1764779780,23.5,10002,17.3,4495
1764779785,23.5,10002,17.3,4495
1764779791,23.5,10002,17.3,4495
1764779799,23.5,10002,17.3,4495
1764779807,23.5,10002,17.3,4495
1764779817,23.5,10002,17.3,4495
1764779820,23.5,10002,17.3,4495
1764779825,23.5,10002,17.3,4495
1764779834,23.5,10002,17.3,4495
1764779843,23.5,10002,17.3,4495
1764779861,23.5,10002,17.3,4495
1764779866,23.5,10002,17.3,4495
1764779870,23.5,10002,17.3,4495
1764779884,23.5,10002,17.3,4495
1764779891,23.5,10002,17.3,4495
1764779903,23.5,10002,17.3,4495
1764779907,23.5,10002,17.3,4495
1764779933,23.5,10002,17.3,4495
1764779944,23.5,10002,17.3,4495
1764779957,23.5,10002,17.3,4495
1764779976,23.5,10002,17.3,4495
1764779990,23.5,10002,17.3,4495
1764780003,23.5,10002,17.3,4495
1764780015,23.5,10002,17.3,4495
1764780027,23.5,10002,17.3,4495
1764780037,23.5,10002,17.3,4495
1764780043,23.5,10002,17.3,4495
1764780052,23.5,10002,17.3,4495
1764780064,23.5,10002,17.3,4495
1764780068,23.5,10002,17.3,4495
1764780095,23.5,10002,17.3,4495
1764780114,23.5,10002,17.3,4495
1764780119,23.5,10002,17.3,4495
1764780132,23.5,10002,17.3,4495
1764780141,23.5,10002,17.3,4495
1764780161,23.5,10002,17.3,4495
1764780176,23.5,10002,17.3,4495
1764780188,23.5,10002,17.3,4495
1764780196,23.5,10002,17.3,4495
1764780212,23.5,10002,17.3,4495
1764780220,23.5,10002,17.3,4495
1764780222,23.5,10002,17.3,4495
1764780225,23.5,10002,17.3,4495
1764780229,23.5,10002,17.3,4495
1764780236,23.5,10002,17.3,4495
1764780241,23.5,10002,17.3,4495
1764780248,23.5,10002,17.3,4495
1764780251,23.5,10002,17.3,4495
1764780257,23.5,10002,17.3,4495
1764780266,23.5,10002,17.3,4495
1764780269,23.5,10002,17.3,4495
1764780273,23.5,10002,17.3,4495
1764780280,23.5,10002,17.3,4495
1764780286,23.5,10002,17.3,4495
1764780315,23.5,10002,17.3,4495
1764780329,23.5,10002,17.3,4495
1764780375,23.5,10002,17.3,4495
1764780392,23.5,10002,17.3,4495
1764780413,23.5,10002,17.3,4495
1764780425,23.5,10002,17.3,4495
1764780442,23.5,10002,17.3,4495
1764780471,23.5,10002,17.3,4495
1764780490,23.5,10002,17.3,4495
1764780500,23.5,10002,17.3,4495
1764780507,23.5,10002,17.3,4495
1764780526,23.5,10002,17.3,4495
1764780577,23.5,10002,17.3,4495
1764780596,23.5,10002,17.3,4495
1764780616,23.5,10007,17.3,4496
1764780639,23.5,10007,17.3,4496
1764780652,23.5,10007,17.3,4496
1764780659,23.5,10007,17.3,4496
1764780663,23.5,10007,17.3,4496
1764780674,23.5,10007,17.3,4496
1764780686,23.5,10007,17.3,4496
1764780693,23.5,10007,17.3,4496
1764780700,23.5,10007,17.3,4496
1764780718,23.5,10007,17.3,4496
1764780744,23.5,10007,17.3,4496
1764780774,23.5,10007,17.3,4496
1764780790,23.5,10007,17.3,4496
1764780795,23.5,10007,17.3,4496
1764780805,23.5,10014,17.3,4497
1764780813,23.5,10014,17.3,4497
1764780847,23.5,10014,17.3,4497
1764780865,23.5,10014,17.3,4497
1764780872,23.5,10014,17.3,4497
1764780879,23.5,10014,17.3,4497
1764780885,23.5,10014,17.3,4497
1764780889,23.5,10014,17.3,4497
1764780893,23.5,10014,17.3,4497
1764780899,23.5,10014,17.3,4497
1764780914,23.5,10014,17.3,4497
1764780918,23.5,10014,17.3,4497
1764780925,23.5,10014,17.3,4497
1764780932,23.5,10014,17.3,4497
1764780935,23.5,10014,17.3,4497
1764780944,23.5,10014,17.3,4497
1764780948,23.5,10014,17.3,4497
1764780953,23.5,10014,17.3,4497
1764780957,23.5,10014,17.3,4497
1764780962,23.5,10014,17.3,4497
1764780965,23.5,10014,17.3,4497
1764780972,23.5,10014,17.3,4497
1764780979,23.5,10014,17.3,4497
1764780988,23.5,10014,17.3,4497
1764780993,23.5,10014,17.3,4497
1764781006,23.5,10014,17.3,4497
1764781009,23.5,10014,17.3,4497
1764781019,23.5,10014,17.3,4497
1764781038,23.5,10014,17.3,4497
1764781047,23.5,10014,17.3,4497
1764781062,23.5,10014,17.3,4497
1764781069,23.5,10014,17.3,4497
1764781073,23.5,10014,17.3,4497
1764781080,23.5,10014,17.3,4497
1764781096,23.5,10014,17.3,4497
1764781099,23.5,10014,17.3,4497
1764781106,23.5,10014,17.3,4497
1764781136,23.5,10014,17.3,4497
1764781210,23.5,10014,17.3,4497
1764781280,23.5,10014,17.3,4497
1764781287,23.5,10014,17.3,4497
1764781310,23.5,10014,17.3,4497
1764781318,23.5,10014,17.3,4497
1764781333,23.5,10014,17.3,4497
1764781360,23.5,10014,17.3,4497
1764781365,23.5,10014,17.3,4497
1764781371,23.5,10014,17.3,4497
1764781378,23.5,10014,17.3,4497
1764781392,23.5,10014,17.3,4497
1764781412,23.5,10014,17.3,4497
1764781422,23.5,10014,17.3,4497
1764781443,23.5,10014,17.3,4497
1764781449,23.5,10014,17.3,4497
1764781461,23.5,10014,17.3,4497
1764781467,23.5,10014,17.3,4497
1764781472,23.5,10014,17.3,4497
1764781492,23.5,10014,17.3,4497
1764781500,23.5,10014,17.3,4497
1764781586,23.5,10014,17.3,4497
1764781646,23.5,10014,17.3,4497
1764781660,23.5,10014,17.3,4497
1764781677,23.5,10014,17.3,4497
1764781704,23.5,10014,17.3,4497
1764781706,23.5,10014,17.3,4497
1764781709,23.5,10014,17.3,4497
1764781727,23.5,10014,17.3,4497
1764781737,23.5,10014,17.3,4497
1764781742,23.5,10014,17.3,4497
1764781744,23.5,10014,17.3,4497
1764781747,23.5,10014,17.3,4497
1764781750,23.5,10014,17.3,4497
1764781756,23.5,10014,17.3,4497
1764781767,23.5,10014,17.3,4497
1764781778,23.5,10014,17.3,4497
1764781791,23.5,10014,17.3,4497
1764781793,23.5,10014,17.3,4497
1764781808,23.5,10014,17.3,4497
1764781820,23.5,10018,17.3,4498
1764781823,23.5,10018,17.3,4498
1764781830,23.5,10018,17.3,4498
1764781837,23.5,10018,17.3,4498
1764781856,23.5,10018,17.3,4498
1764781858,23.5,10018,17.3,4498
1764781862,23.5,10018,17.3,4498
1764781878,23.5,10027,17.3,4502
1764781883,23.5,10029,17.3,4503
1764781895,23.5,10029,17.3,4503
1764781904,23.5,10029,17.3,4503
1764781935,23.5,10029,17.3,4503
1764781940,23.5,10029,17.3,4503
1764781948,23.5,10036,17.3,4504
1764781951,23.5,10036,17.3,4504
1764781953,23.5,10036,17.3,4504
1764781956,23.5,10036,17.3,4504
1764781958,23.5,10036,17.3,4504
1764781960,23.5,10036,17.3,4504
1764781963,23.5,10036,17.3,4504
1764781967,23.5,10036,17.3,4504
1764781969,23.5,10036,17.3,4504
1764781971,23.5,10036,17.3,4504
1764781976,23.5,10036,17.3,4504
1764781986,23.5,10036,17.3,4504
1764781988,23.5,10036,17.3,4504
1764781992,23.5,10036,17.3,4504
1764781996,23.5,10036,17.3,4504
1764781998,23.5,10036,17.3,4504
1764782001,23.5,10036,17.3,4504
1764782005,23.5,10036,17.3,4504
1764782011,23.6,10045,17.3,4506
1764782014,23.6,10045,17.3,4506
1764782018,23.6,10045,17.3,4506
1764782020,23.6,10045,17.3,4506
1764782023,23.6,10045,17.3,4506
1764782025,23.6,10045,17.3,4506
1764782028,23.6,10045,17.3,4506
1764782033,23.6,10045,17.3,4506
1764782035,23.6,10045,17.3,4506
1764782038,23.6,10079,17.4,4523
1764782041,23.6,10079,17.4,4523
1764782045,24.2,10310,17.9,4642
1764782061,24.2,10310,17.9,4642
1764782072,24.2,10310,17.9,4642
1764782077,24.2,10310,17.9,4642
1764782086,24.2,10310,17.9,4642
1764782093,24.2,10310,17.9,4642
1764782099,24.2,10310,17.9,4642
1764782104,24.2,10310,17.9,4642
1764782107,24.2,10310,17.9,4642
1764782131,24.2,10313,17.9,4643
1764782134,24.2,10313,17.9,4643
1764782143,24.2,10313,17.9,4644
1764782152,24.2,10313,17.9,4644
1764782156,24.2,10313,17.9,4644
1764782159,24.2,10313,17.9,4644
1764782170,24.2,10332,17.9,4653
1764782173,24.4,10388,18.0,4669
1764782190,24.4,10388,18.0,4669
1764782193,24.4,10388,18.0,4669
1764782196,24.4,10389,18.0,4670
1764782201,24.4,10389,18.0,4670
1764782204,24.4,10389,18.0,4670
1764782209,24.4,10389,18.0,4670
1764782212,24.4,10389,18.0,4670
1764782215,24.4,10389,18.0,4670
1764782219,24.4,10389,18.0,4670
1764782225,24.4,10389,18.0,4670
1764782232,24.4,10389,18.0,4670
1764782235,24.4,10389,18.0,4670
1764782243,24.4,10389,18.0,4670
1764782257,24.4,10389,18.0,4670
1764782260,24.4,10391,18.0,4671
1764782267,24.4,10391,18.0,4671
1764782273,24.4,10391,18.0,4671
1764782282,24.4,10391,18.0,4671
1764782291,24.4,10391,18.0,4671
1764782293,24.4,10391,18.0,4671
1764782298,24.4,10391,18.0,4671
1764782305,24.4,10391,18.0,4671
1764782315,24.4,10391,18.0,4671
1764782320,24.4,10391,18.0,4671
1764782330,24.4,10391,18.0,4671
1764782333,24.4,10391,18.0,4671
1764782338,24.4,10391,18.0,4671
1764782349,24.4,10391,18.0,4671
1764782361,24.4,10391,18.0,4671
1764782368,24.4,10391,18.0,4671
1764782375,24.4,10391,18.0,4671
1764782381,24.4,10391,18.0,4671
1764782388,24.4,10391,18.0,4671
1764782392,24.4,10391,18.0,4671
1764782394,24.4,10391,18.0,4672
1764782398,24.4,10391,18.0,4672
1764782409,24.4,10391,18.0,4672
1764782413,24.4,10391,18.0,4672
1764782415,24.4,10391,18.0,4672
1764782422,24.4,10391,18.0,4672
1764782425,24.4,10391,18.0,4672
1764782433,24.4,10391,18.0,4672
1764782436,24.4,10391,18.0,4672
1764782439,24.4,10391,18.0,4672
1764782446,24.4,10391,18.0,4672
1764782449,24.5,10430,18.0,4687
1764782457,24.5,10430,18.0,4687
1764782461,24.5,10430,18.0,4687
1764782475,24.5,10432,18.0,4688
1764782483,24.5,10432,18.0,4688
1764782487,24.5,10432,18.0,4688
1764782491,24.5,10432,18.0,4688
1764782493,24.5,10432,18.0,4689
1764782497,24.5,10432,18.0,4689
1764782503,24.5,10432,18.0,4689
1764782507,24.5,10432,18.0,4689
1764782509,24.5,10438,18.0,4692
1764782513,24.5,10442,18.1,4696
1764782515,24.5,10442,18.1,4696
1764782521,24.5,10442,18.1,4697
1764782524,24.5,10446,18.1,4699
1764782534,24.5,10446,18.1,4699
1764782548,24.5,10446,18.1,4699
1764782550,24.5,10446,18.1,4700
1764782567,24.5,10447,18.1,4705
1764782574,24.5,10447,18.1,4705
1764782579,24.5,10452,18.1,4706
1764782583,24.5,10452,18.1,4706
1764782587,24.5,10452,18.1,4706
1764782591,24.5,10452,18.1,4706
1764782593,24.5,10452,18.1,4707
1764782608,24.5,10452,18.1,4707
1764782614,24.5,10452,18.1,4707
1764782622,24.5,10452,18.1,4707
1764782631,24.5,10452,18.1,4707
1764782634,24.5,10452,18.1,4707
1764782645,24.5,10452,18.1,4707
1764782663,24.5,10452,18.1,4707
1764782763,24.5,10452,18.1,4707
1764782769,24.5,10452,18.1,4707
1764782856,24.5,10452,18.1,4707
1764782900,24.5,10452,18.1,4707
1764782917,24.5,10452,18.1,4707
1764782921,24.5,10452,18.1,4707
1764782926,24.5,10452,18.1,4707
1764782931,24.5,10452,18.1,4707
1764782936,24.5,10452,18.1,4707
1764782940,24.5,10452,18.1,4707
1764782949,24.5,10452,18.1,4707
1764782955,24.5,10452,18.1,4707
1764782978,24.5,10452,18.1,4707
1764782992,24.5,10452,18.1,4707
1764783002,24.5,10452,18.1,4707
1764783017,24.5,10452,18.1,4707
1764783021,24.5,10458,18.1,4710
1764783047,24.5,10458,18.1,4710
1764783059,24.5,10458,18.1,4710
1764783077,24.5,10458,18.1,4710
1764783086,24.6,10473,18.1,4715
1764783093,24.6,10473,18.1,4715
1764783098,24.6,10473,18.1,4715
1764783106,24.6,10473,18.1,4715
1764783133,24.6,10473,18.1,4715
1764783161,24.6,10474,18.1,4717
1764783166,24.6,10474,18.1,4717
1764783178,24.6,10478,18.1,4718
1764783279,24.6,10478,18.1,4718
1764783281,24.6,10478,18.1,4718
1764783284,24.6,10478,18.1,4718
1764783294,24.6,10478,18.1,4718
1764783330,24.6,10478,18.1,4718
1764783366,24.6,10478,18.1,4718
1764783372,24.6,10478,18.1,4718
1764783402,24.6,10478,18.1,4718
1764783437,24.6,10478,18.1,4718
1764783440,24.6,10478,18.1,4718
1764783455,24.6,10478,18.1,4718
1764783458,24.6,10478,18.1,4718
1764783463,24.6,10478,18.1,4718
1764783466,24.6,10478,18.1,4718
1764783472,24.6,10478,18.1,4718
1764783497,24.6,10478,18.1,4718
1764783504,24.6,10478,18.1,4718
1764783507,24.6,10478,18.1,4718
1764783524,24.6,10478,18.1,4718
1764783545,24.6,10478,18.1,4718
1764783558,24.6,10478,18.1,4718
1764783579,24.6,10478,18.1,4718
1764783589,24.6,10478,18.1,4718
1764783592,24.6,10478,18.1,4718
1764783639,24.6,10478,18.1,4718
1764783765,24.6,10478,18.1,4718
1764783784,24.6,10478,18.1,4718
1764783794,24.6,10478,18.1,4718
1764783807,24.6,10478,18.1,4718
1764783820,24.6,10478,18.1,4718
1764783836,24.6,10478,18.1,4718
1764783845,24.6,10478,18.1,4718
1764783856,24.6,10478,18.1,4718
1764783868,24.6,10478,18.1,4718
1764783886,24.6,10478,18.1,4718
1764783900,24.6,10478,18.1,4718
1764783912,24.6,10478,18.1,4718
1764783914,24.6,10478,18.1,4718
1764783920,24.6,10478,18.1,4718
1764783932,24.6,10478,18.1,4718
1764783935,24.6,10478,18.1,4718
1764783953,24.6,10478,18.1,4718
1764783960,24.6,10478,18.1,4718
1764783983,24.6,10478,18.1,4718
1764783999,24.6,10478,18.1,4718
1764784019,24.6,10478,18.1,4718
1764784032,24.6,10478,18.1,4718
1764784040,24.6,10478,18.1,4718
1764784053,24.6,10478,18.2,4721
1764784064,24.6,10478,18.2,4721
1764784079,24.6,10480,18.2,4722
1764784089,24.6,10480,18.2,4722
1764784101,24.6,10480,18.2,4722
1764784104,24.6,10480,18.2,4722
1764784124,24.6,10480,18.2,4722
1764784150,24.6,10480,18.2,4722
1764784162,24.6,10480,18.2,4722
1764784176,24.6,10480,18.2,4722
1764784190,24.6,10480,18.2,4722
1764784201,24.6,10480,18.2,4722
1764784220,24.6,10480,18.2,4722
1764784233,24.6,10480,18.2,4722
1764784249,24.6,10480,18.2,4722
1764784280,24.6,10480,18.2,4722
1764784301,24.6,10480,18.2,4722
1764784305,24.6,10480,18.2,4722
1764784309,24.6,10480,18.2,4722
1764784317,24.6,10480,18.2,4722
1764784392,24.6,10480,18.2,4722
1764784475,24.6,10480,18.2,4722
1764784484,24.6,10480,18.2,4722
1764784494,24.6,10480,18.2,4722
1764784499,24.6,10480,18.2,4722
1764784504,24.6,10480,18.2,4722
1764784521,24.6,10480,18.2,4722
1764784557,24.6,10480,18.2,4722
1764784562,24.6,10480,18.2,4722
1764784597,24.6,10481,18.2,4723
1764784600,24.6,10481,18.2,4723
1764784614,24.6,10481,18.2,4723
1764784736,24.6,10483,18.2,4724
1764784742,24.6,10483,18.2,4724
1764784745,24.6,10483,18.2,4724
1764784751,24.6,10483,18.2,4724
1764784755,24.6,10483,18.2,4724
1764784759,24.6,10483,18.2,4724
1764784762,24.6,10483,18.2,4724
1764784775,24.6,10483,18.2,4724
1764784792,24.6,10483,18.2,4724
1764784797,24.6,10483,18.2,4724
1764784802,24.6,10483,18.2,4724
1764784805,24.6,10483,18.2,4724
1764784815,24.6,10483,18.2,4724
1764784828,24.6,10485,18.2,4726
1764784864,24.6,10485,18.2,4726
1764784882,24.6,10485,18.2,4726
1764784904,24.6,10485,18.2,4726
1764784909,24.6,10485,18.2,4726
1764784924,24.6,10485,18.2,4726
1764784931,24.6,10485,18.2,4726
1764784936,24.6,10485,18.2,4726
1764784939,24.6,10485,18.2,4726
1764784970,24.6,10485,18.2,4726
1764784976,24.6,10485,18.2,4726
1764784981,24.6,10507,18.2,4736
1764784986,24.6,10507,18.2,4736
1764784994,24.6,10507,18.2,4736
1764785006,24.6,10507,18.2,4736
1764785014,24.6,10507,18.2,4736
1764785026,24.6,10507,18.2,4736
1764785030,24.6,10507,18.2,4736
1764785037,24.6,10507,18.2,4736
1764785059,24.6,10507,18.2,4736
1764785064,24.7,10517,18.2,4737
1764785087,24.7,10517,18.2,4737
1764785093,24.7,10517,18.2,4737
1764785103,24.7,10517,18.2,4737
1764785124,24.7,10517,18.2,4737
1764785160,24.7,10517,18.2,4737
1764785173,24.7,10517,18.2,4737
1764785199,24.7,10517,18.2,4737
1764785255,24.7,10517,18.2,4737
1764785287,24.7,10517,18.2,4737
1764785302,24.7,10517,18.2,4737
1764785323,24.7,10517,18.2,4737
1764785333,24.7,10517,18.2,4737
1764785343,24.7,10517,18.2,4737
1764785354,24.7,10540,18.3,4758
1764785363,24.7,10540,18.3,4758
1764785373,24.7,10540,18.3,4758
1764785381,24.7,10540,18.3,4758
1764785444,24.7,10540,18.3,4758
1764785449,24.7,10540,18.3,4758
1764785453,24.7,10540,18.3,4758
1764785470,24.7,10540,18.3,4758
1764785548,24.7,10540,18.3,4758
1764785640,24.7,10540,18.3,4758
1764785693,24.7,10540,18.3,4758
1764785758,24.7,10540,18.3,4758
1764785773,24.7,10540,18.3,4758
1764785777,24.7,10540,18.3,4758
1764785781,24.7,10540,18.3,4758
1764785783,24.7,10540,18.3,4758
1764785788,24.7,10542,18.3,4759
1764785793,24.7,10547,18.3,4761
1764785798,24.7,10547,18.3,4761
1764785815,24.7,10551,18.3,4764
1764785819,24.7,10551,18.3,4764
1764785823,24.8,10562,18.4,4774
1764785837,24.8,10562,18.4,4774
1764785840,24.8,10562,18.4,4774
1764785849,24.8,10562,18.4,4774
1764785852,24.8,10562,18.4,4774
1764785871,24.8,10562,18.4,4774
1764785879,24.8,10562,18.4,4774
1764785900,24.8,10562,18.4,4774
1764785904,24.8,10562,18.4,4774
1764785909,24.8,10562,18.4,4774
1764785922,24.8,10562,18.4,4774
1764785924,24.8,10562,18.4,4774
1764785927,24.8,10562,18.4,4774
1764785933,24.8,10562,18.4,4774
1764785937,24.8,10562,18.4,4774
1764785946,24.8,10562,18.4,4774
1764785950,24.8,10562,18.4,4774
1764785953,24.8,10562,18.4,4774
1764785959,24.8,10562,18.4,4774
1764785963,24.8,10565,18.4,4776
1764785967,24.8,10565,18.4,4776
1764785972,24.8,10565,18.4,4776
1764785977,24.8,10565,18.4,4776
1764785983,24.8,10578,18.4,4782
1764785997,24.8,10578,18.4,4782
1764786037,24.8,10578,18.4,4782
1764786047,24.8,10578,18.4,4782
1764786054,24.8,10578,18.4,4782
1764786059,24.8,10578,18.4,4782
1764786068,24.8,10578,18.4,4782
1764786078,24.8,10578,18.4,4782
1764786086,24.8,10578,18.4,4782
1764786096,24.8,10578,18.4,4782
1764786102,24.8,10578,18.4,4782
1764786121,24.8,10582,18.4,4784
1764786129,24.8,10582,18.4,4784
1764786147,24.8,10582,18.4,4784
1764786153,24.8,10582,18.4,4784
1764786165,24.8,10582,18.4,4784
1764786173,24.8,10582,18.4,4784
1764786187,24.8,10582,18.4,4784
1764786327,24.8,10582,18.4,4784
1764786331,24.8,10582,18.4,4784
1764786343,24.8,10582,18.4,4784
1764786352,24.8,10582,18.4,4784
1764786436,24.8,10582,18.4,4784
1764786453,24.8,10582,18.4,4784
1764786457,24.8,10582,18.4,4784
1764786476,24.8,10582,18.4,4784
1764786489,24.8,10582,18.4,4784
1764786504,24.8,10582,18.4,4784
1764786512,24.8,10582,18.4,4784
1764786518,24.8,10582,18.4,4784
